產品編號,訂單編號,訂單行號,成本,銷售額,稅額,運費,訂單日期,出貨日期
361,SO63560,1,1251.9813,2294.99,183.5992,57.3748,2008-02-05,2008-02-12
357,SO63561,1,1265.6195,2319.99,185.5992,57.9998,2008-02-05,2008-02-12
485,SO63561,2,8.2205,21.98,1.7584,0.5495,2008-02-05,2008-02-12
225,SO63561,3,6.9223,8.99,0.7192,0.2248,2008-02-05,2008-02-12
222,SO63561,4,13.0863,34.99,2.7992,0.8748,2008-02-05,2008-02-12
353,SO63562,1,1265.6195,2319.99,185.5992,57.9998,2008-02-05,2008-02-12
528,SO63562,2,1.8663,4.99,0.3992,0.1248,2008-02-05,2008-02-12
537,SO63562,3,13.09,35,2.8,0.875,2008-02-05,2008-02-12
480,SO63562,4,0.8565,2.29,0.1832,0.0573,2008-02-05,2008-02-12
222,SO63563,1,13.0863,34.99,2.7992,0.8748,2008-02-05,2008-02-12
491,SO63564,1,41.5723,53.99,4.3192,1.3498,2008-02-05,2008-02-12
467,SO63565,1,9.1593,24.49,1.9592,0.6123,2008-02-05,2008-02-12
488,SO63565,2,41.5723,53.99,4.3192,1.3498,2008-02-05,2008-02-12
538,SO63566,1,8.0373,21.49,1.7192,0.5373,2008-02-05,2008-02-12
480,SO63566,2,0.8565,2.29,0.1832,0.0573,2008-02-05,2008-02-12
529,SO63567,1,1.4923,3.99,0.3192,0.0998,2008-02-05,2008-02-12
540,SO63567,2,12.1924,32.6,2.608,0.815,2008-02-05,2008-02-12
488,SO63567,3,41.5723,53.99,4.3192,1.3498,2008-02-05,2008-02-12
535,SO63568,1,9.3463,24.99,1.9992,0.6248,2008-02-05,2008-02-12
463,SO63568,2,9.1593,24.49,1.9592,0.6123,2008-02-05,2008-02-12
535,SO63569,1,9.3463,24.99,1.9992,0.6248,2008-02-05,2008-02-12
528,SO63569,2,1.8663,4.99,0.3992,0.1248,2008-02-05,2008-02-12
214,SO63569,3,13.0863,34.99,2.7992,0.8748,2008-02-05,2008-02-12
481,SO63569,4,3.3623,8.99,0.7192,0.2248,2008-02-05,2008-02-12
536,SO63570,1,11.2163,29.99,2.3992,0.7498,2008-02-05,2008-02-12
528,SO63571,1,1.8663,4.99,0.3992,0.1248,2008-02-05,2008-02-12
536,SO63571,2,11.2163,29.99,2.3992,0.7498,2008-02-05,2008-02-12
217,SO63571,3,13.0863,34.99,2.7992,0.8748,2008-02-05,2008-02-12
536,SO63572,1,11.2163,29.99,2.3992,0.7498,2008-02-05,2008-02-12
473,SO63572,2,23.749,63.5,5.08,1.5875,2008-02-05,2008-02-12
478,SO63573,1,3.7363,9.99,0.7992,0.2498,2008-02-05,2008-02-12
477,SO63573,2,1.8663,4.99,0.3992,0.1248,2008-02-05,2008-02-12
222,SO63573,3,13.0863,34.99,2.7992,0.8748,2008-02-05,2008-02-12
478,SO63574,1,3.7363,9.99,0.7992,0.2498,2008-02-05,2008-02-12
477,SO63574,2,1.8663,4.99,0.3992,0.1248,2008-02-05,2008-02-12
484,SO63574,3,2.9733,7.95,0.636,0.1988,2008-02-05,2008-02-12
225,SO63574,4,6.9223,8.99,0.7192,0.2248,2008-02-05,2008-02-12
477,SO63575,1,1.8663,4.99,0.3992,0.1248,2008-02-05,2008-02-12
478,SO63575,2,3.7363,9.99,0.7992,0.2498,2008-02-05,2008-02-12
225,SO63575,3,6.9223,8.99,0.7192,0.2248,2008-02-05,2008-02-12
477,SO63576,1,1.8663,4.99,0.3992,0.1248,2008-02-05,2008-02-12
222,SO63576,2,13.0863,34.99,2.7992,0.8748,2008-02-05,2008-02-12
528,SO63577,1,1.8663,4.99,0.3992,0.1248,2008-02-05,2008-02-12
485,SO63577,2,8.2205,21.98,1.7584,0.5495,2008-02-05,2008-02-12
478,SO63577,3,3.7363,9.99,0.7992,0.2498,2008-02-05,2008-02-12
477,SO63577,4,1.8663,4.99,0.3992,0.1248,2008-02-05,2008-02-12
484,SO63577,5,2.9733,7.95,0.636,0.1988,2008-02-05,2008-02-12
528,SO63578,1,1.8663,4.99,0.3992,0.1248,2008-02-05,2008-02-12
214,SO63578,2,13.0863,34.99,2.7992,0.8748,2008-02-05,2008-02-12
471,SO63578,3,23.749,63.5,5.08,1.5875,2008-02-05,2008-02-12
528,SO63579,1,1.8663,4.99,0.3992,0.1248,2008-02-05,2008-02-12
484,SO63579,2,2.9733,7.95,0.636,0.1988,2008-02-05,2008-02-12
528,SO63580,1,1.8663,4.99,0.3992,0.1248,2008-02-05,2008-02-12
465,SO63580,2,9.1593,24.49,1.9592,0.6123,2008-02-05,2008-02-12
217,SO63580,3,13.0863,34.99,2.7992,0.8748,2008-02-05,2008-02-12
485,SO63581,1,8.2205,21.98,1.7584,0.5495,2008-02-05,2008-02-12
485,SO63582,1,8.2205,21.98,1.7584,0.5495,2008-02-05,2008-02-12
541,SO63583,1,10.8423,28.99,2.3192,0.7248,2008-02-05,2008-02-12
530,SO63583,2,1.8663,4.99,0.3992,0.1248,2008-02-05,2008-02-12
541,SO63584,1,10.8423,28.99,2.3192,0.7248,2008-02-05,2008-02-12
530,SO63584,2,1.8663,4.99,0.3992,0.1248,2008-02-05,2008-02-12
530,SO63585,1,1.8663,4.99,0.3992,0.1248,2008-02-05,2008-02-12
541,SO63586,1,10.8423,28.99,2.3192,0.7248,2008-02-05,2008-02-12
530,SO63587,1,1.8663,4.99,0.3992,0.1248,2008-02-05,2008-02-12
537,SO63588,1,13.09,35,2.8,0.875,2008-02-05,2008-02-12
528,SO63588,2,1.8663,4.99,0.3992,0.1248,2008-02-05,2008-02-12
217,SO63588,3,13.0863,34.99,2.7992,0.8748,2008-02-05,2008-02-12
485,SO63589,1,8.2205,21.98,1.7584,0.5495,2008-02-05,2008-02-12
471,SO63589,2,23.749,63.5,5.08,1.5875,2008-02-05,2008-02-12
485,SO63590,1,8.2205,21.98,1.7584,0.5495,2008-02-05,2008-02-12
478,SO63590,2,3.7363,9.99,0.7992,0.2498,2008-02-05,2008-02-12
485,SO63591,1,8.2205,21.98,1.7584,0.5495,2008-02-05,2008-02-12
488,SO63591,2,41.5723,53.99,4.3192,1.3498,2008-02-05,2008-02-12
485,SO63592,1,8.2205,21.98,1.7584,0.5495,2008-02-05,2008-02-12
231,SO63592,2,38.4923,49.99,3.9992,1.2498,2008-02-05,2008-02-12
463,SO63592,3,9.1593,24.49,1.9592,0.6123,2008-02-05,2008-02-12
225,SO63593,1,6.9223,8.99,0.7192,0.2248,2008-02-05,2008-02-12
477,SO63594,1,1.8663,4.99,0.3992,0.1248,2008-02-05,2008-02-12
479,SO63594,2,3.3623,8.99,0.7192,0.2248,2008-02-05,2008-02-12
467,SO63594,3,9.1593,24.49,1.9592,0.6123,2008-02-05,2008-02-12
225,SO63595,1,6.9223,8.99,0.7192,0.2248,2008-02-05,2008-02-12
587,SO63596,1,419.7784,769.49,61.5592,19.2373,2008-02-05,2008-02-12
363,SO63597,1,1251.9813,2294.99,183.5992,57.3748,2008-02-05,2008-02-12
537,SO63597,2,13.09,35,2.8,0.875,2008-02-05,2008-02-12
480,SO63597,3,0.8565,2.29,0.1832,0.0573,2008-02-05,2008-02-12
363,SO63598,1,1251.9813,2294.99,183.5992,57.3748,2008-02-05,2008-02-12
485,SO63598,2,8.2205,21.98,1.7584,0.5495,2008-02-05,2008-02-12
214,SO63598,3,13.0863,34.99,2.7992,0.8748,2008-02-05,2008-02-12
463,SO63598,4,9.1593,24.49,1.9592,0.6123,2008-02-05,2008-02-12
355,SO63599,1,1265.6195,2319.99,185.5992,57.9998,2008-02-05,2008-02-12
485,SO63599,2,8.2205,21.98,1.7584,0.5495,2008-02-05,2008-02-12
478,SO63599,3,3.7363,9.99,0.7992,0.2498,2008-02-05,2008-02-12
477,SO63599,4,1.8663,4.99,0.3992,0.1248,2008-02-05,2008-02-12
571,SO63600,1,461.4448,742.35,59.388,18.5588,2008-02-05,2008-02-12
479,SO63600,2,3.3623,8.99,0.7192,0.2248,2008-02-05,2008-02-12
477,SO63600,3,1.8663,4.99,0.3992,0.1248,2008-02-05,2008-02-12
222,SO63600,4,13.0863,34.99,2.7992,0.8748,2008-02-05,2008-02-12
237,SO63600,5,38.4923,49.99,3.9992,1.2498,2008-02-05,2008-02-12
575,SO63601,1,1481.9379,2384.07,190.7256,59.6018,2008-02-05,2008-02-12
479,SO63601,2,3.3623,8.99,0.7192,0.2248,2008-02-05,2008-02-12
376,SO63602,1,1554.9479,2443.35,195.468,61.0838,2008-02-05,2008-02-12
599,SO63603,1,294.5797,539.99,43.1992,13.4998,2008-02-05,2008-02-12
528,SO63603,2,1.8663,4.99,0.3992,0.1248,2008-02-05,2008-02-12
535,SO63603,3,9.3463,24.99,1.9992,0.6248,2008-02-05,2008-02-12
361,SO63604,1,1251.9813,2294.99,183.5992,57.3748,2008-02-05,2008-02-12
361,SO63605,1,1251.9813,2294.99,183.5992,57.3748,2008-02-05,2008-02-12
478,SO63605,2,3.7363,9.99,0.7992,0.2498,2008-02-05,2008-02-12
477,SO63605,3,1.8663,4.99,0.3992,0.1248,2008-02-05,2008-02-12
225,SO63605,4,6.9223,8.99,0.7192,0.2248,2008-02-05,2008-02-12
228,SO63605,5,38.4923,49.99,3.9992,1.2498,2008-02-05,2008-02-12
355,SO63606,1,1265.6195,2319.99,185.5992,57.9998,2008-02-05,2008-02-12
222,SO63606,2,13.0863,34.99,2.7992,0.8748,2008-02-05,2008-02-12
561,SO63607,1,1481.9379,2384.07,190.7256,59.6018,2008-02-05,2008-02-12
541,SO63607,2,10.8423,28.99,2.3192,0.7248,2008-02-05,2008-02-12
530,SO63607,3,1.8663,4.99,0.3992,0.1248,2008-02-05,2008-02-12
480,SO63607,4,0.8565,2.29,0.1832,0.0573,2008-02-05,2008-02-12
576,SO63608,1,1481.9379,2384.07,190.7256,59.6018,2008-02-05,2008-02-12
541,SO63608,2,10.8423,28.99,2.3192,0.7248,2008-02-05,2008-02-12
530,SO63608,3,1.8663,4.99,0.3992,0.1248,2008-02-05,2008-02-12
390,SO63609,1,713.0798,1120.49,89.6392,28.0123,2008-02-05,2008-02-12
222,SO63609,2,13.0863,34.99,2.7992,0.8748,2008-02-05,2008-02-12
386,SO63610,1,713.0798,1120.49,89.6392,28.0123,2008-02-05,2008-02-12
225,SO63610,2,6.9223,8.99,0.7192,0.2248,2008-02-05,2008-02-12
488,SO63610,3,41.5723,53.99,4.3192,1.3498,2008-02-05,2008-02-12
390,SO63611,1,713.0798,1120.49,89.6392,28.0123,2008-02-05,2008-02-12
529,SO63611,2,1.4923,3.99,0.3192,0.0998,2008-02-05,2008-02-12
539,SO63611,3,9.3463,24.99,1.9992,0.6248,2008-02-05,2008-02-12
480,SO63611,4,0.8565,2.29,0.1832,0.0573,2008-02-05,2008-02-12
384,SO63612,1,713.0798,1120.49,89.6392,28.0123,2008-02-05,2008-02-12
214,SO63612,2,13.0863,34.99,2.7992,0.8748,2008-02-05,2008-02-12
488,SO63612,3,41.5723,53.99,4.3192,1.3498,2008-02-05,2008-02-12
382,SO63613,1,713.0798,1120.49,89.6392,28.0123,2008-02-05,2008-02-12
539,SO63613,2,9.3463,24.99,1.9992,0.6248,2008-02-05,2008-02-12
529,SO63613,3,1.4923,3.99,0.3192,0.0998,2008-02-05,2008-02-12
217,SO63613,4,13.0863,34.99,2.7992,0.8748,2008-02-05,2008-02-12
234,SO63613,5,38.4923,49.99,3.9992,1.2498,2008-02-05,2008-02-12
225,SO63613,6,6.9223,8.99,0.7192,0.2248,2008-02-05,2008-02-12
581,SO63614,1,1082.51,1700.99,136.0792,42.5248,2008-02-05,2008-02-12
583,SO63615,1,1082.51,1700.99,136.0792,42.5248,2008-02-05,2008-02-12
479,SO63615,2,3.3623,8.99,0.7192,0.2248,2008-02-05,2008-02-12
582,SO63616,1,1082.51,1700.99,136.0792,42.5248,2008-02-05,2008-02-12
488,SO63616,2,41.5723,53.99,4.3192,1.3498,2008-02-05,2008-02-12
225,SO63616,3,6.9223,8.99,0.7192,0.2248,2008-02-05,2008-02-12
390,SO63617,1,713.0798,1120.49,89.6392,28.0123,2008-02-05,2008-02-12
217,SO63617,2,13.0863,34.99,2.7992,0.8748,2008-02-05,2008-02-12
584,SO63618,1,343.6496,539.99,43.1992,13.4998,2008-02-05,2008-02-12
479,SO63618,2,3.3623,8.99,0.7192,0.2248,2008-02-05,2008-02-12
477,SO63618,3,1.8663,4.99,0.3992,0.1248,2008-02-05,2008-02-12
491,SO63618,4,41.5723,53.99,4.3192,1.3498,2008-02-05,2008-02-12
567,SO63619,1,461.4448,742.35,59.388,18.5588,2008-02-05,2008-02-12
479,SO63619,2,3.3623,8.99,0.7192,0.2248,2008-02-05,2008-02-12
477,SO63619,3,1.8663,4.99,0.3992,0.1248,2008-02-05,2008-02-12
604,SO63620,1,343.6496,539.99,43.1992,13.4998,2008-02-05,2008-02-12
529,SO63620,2,1.4923,3.99,0.3192,0.0998,2008-02-05,2008-02-12
538,SO63620,3,8.0373,21.49,1.7192,0.5373,2008-02-05,2008-02-12
486,SO63620,4,59.466,159,12.72,3.975,2008-02-05,2008-02-12
535,SO63621,1,9.3463,24.99,1.9992,0.6248,2008-02-06,2008-02-13
528,SO63621,2,1.8663,4.99,0.3992,0.1248,2008-02-06,2008-02-13
485,SO63621,3,8.2205,21.98,1.7584,0.5495,2008-02-06,2008-02-13
480,SO63621,4,0.8565,2.29,0.1832,0.0573,2008-02-06,2008-02-13
539,SO63622,1,9.3463,24.99,1.9992,0.6248,2008-02-06,2008-02-13
529,SO63622,2,1.4923,3.99,0.3192,0.0998,2008-02-06,2008-02-13
480,SO63622,3,0.8565,2.29,0.1832,0.0573,2008-02-06,2008-02-13
529,SO63623,1,1.4923,3.99,0.3192,0.0998,2008-02-06,2008-02-13
538,SO63623,2,8.0373,21.49,1.7192,0.5373,2008-02-06,2008-02-13
467,SO63623,3,9.1593,24.49,1.9592,0.6123,2008-02-06,2008-02-13
538,SO63624,1,8.0373,21.49,1.7192,0.5373,2008-02-06,2008-02-13
477,SO63625,1,1.8663,4.99,0.3992,0.1248,2008-02-06,2008-02-13
491,SO63625,2,41.5723,53.99,4.3192,1.3498,2008-02-06,2008-02-13
478,SO63626,1,3.7363,9.99,0.7992,0.2498,2008-02-06,2008-02-13
477,SO63626,2,1.8663,4.99,0.3992,0.1248,2008-02-06,2008-02-13
237,SO63626,3,38.4923,49.99,3.9992,1.2498,2008-02-06,2008-02-13
225,SO63626,4,6.9223,8.99,0.7192,0.2248,2008-02-06,2008-02-13
222,SO63627,1,13.0863,34.99,2.7992,0.8748,2008-02-06,2008-02-13
467,SO63627,2,9.1593,24.49,1.9592,0.6123,2008-02-06,2008-02-13
225,SO63628,1,6.9223,8.99,0.7192,0.2248,2008-02-06,2008-02-13
590,SO63629,1,419.7784,769.49,61.5592,19.2373,2008-02-06,2008-02-13
234,SO63629,2,38.4923,49.99,3.9992,1.2498,2008-02-06,2008-02-13
600,SO63630,1,294.5797,539.99,43.1992,13.4998,2008-02-06,2008-02-13
485,SO63630,2,8.2205,21.98,1.7584,0.5495,2008-02-06,2008-02-13
471,SO63630,3,23.749,63.5,5.08,1.5875,2008-02-06,2008-02-13
353,SO63631,1,1265.6195,2319.99,185.5992,57.9998,2008-02-06,2008-02-13
217,SO63631,2,13.0863,34.99,2.7992,0.8748,2008-02-06,2008-02-13
489,SO63632,1,41.5723,53.99,4.3192,1.3498,2008-02-06,2008-02-13
480,SO63633,1,0.8565,2.29,0.1832,0.0573,2008-02-06,2008-02-13
529,SO63634,1,1.4923,3.99,0.3192,0.0998,2008-02-06,2008-02-13
539,SO63634,2,9.3463,24.99,1.9992,0.6248,2008-02-06,2008-02-13
539,SO63635,1,9.3463,24.99,1.9992,0.6248,2008-02-06,2008-02-13
529,SO63636,1,1.4923,3.99,0.3192,0.0998,2008-02-06,2008-02-13
538,SO63636,2,8.0373,21.49,1.7192,0.5373,2008-02-06,2008-02-13
541,SO63637,1,10.8423,28.99,2.3192,0.7248,2008-02-06,2008-02-13
530,SO63637,2,1.8663,4.99,0.3992,0.1248,2008-02-06,2008-02-13
487,SO63637,3,20.5663,54.99,4.3992,1.3748,2008-02-06,2008-02-13
471,SO63637,4,23.749,63.5,5.08,1.5875,2008-02-06,2008-02-13
535,SO63638,1,9.3463,24.99,1.9992,0.6248,2008-02-06,2008-02-13
528,SO63638,2,1.8663,4.99,0.3992,0.1248,2008-02-06,2008-02-13
214,SO63638,3,13.0863,34.99,2.7992,0.8748,2008-02-06,2008-02-13
535,SO63639,1,9.3463,24.99,1.9992,0.6248,2008-02-06,2008-02-13
528,SO63639,2,1.8663,4.99,0.3992,0.1248,2008-02-06,2008-02-13
463,SO63639,3,9.1593,24.49,1.9592,0.6123,2008-02-06,2008-02-13
222,SO63639,4,13.0863,34.99,2.7992,0.8748,2008-02-06,2008-02-13
541,SO63640,1,10.8423,28.99,2.3192,0.7248,2008-02-06,2008-02-13
529,SO63641,1,1.4923,3.99,0.3192,0.0998,2008-02-06,2008-02-13
538,SO63641,2,8.0373,21.49,1.7192,0.5373,2008-02-06,2008-02-13
231,SO63641,3,38.4923,49.99,3.9992,1.2498,2008-02-06,2008-02-13
540,SO63642,1,12.1924,32.6,2.608,0.815,2008-02-06,2008-02-13
529,SO63642,2,1.4923,3.99,0.3192,0.0998,2008-02-06,2008-02-13
488,SO63642,3,41.5723,53.99,4.3192,1.3498,2008-02-06,2008-02-13
225,SO63642,4,6.9223,8.99,0.7192,0.2248,2008-02-06,2008-02-13
541,SO63643,1,10.8423,28.99,2.3192,0.7248,2008-02-06,2008-02-13
530,SO63643,2,1.8663,4.99,0.3992,0.1248,2008-02-06,2008-02-13
487,SO63643,3,20.5663,54.99,4.3992,1.3748,2008-02-06,2008-02-13
484,SO63643,4,2.9733,7.95,0.636,0.1988,2008-02-06,2008-02-13
528,SO63644,1,1.8663,4.99,0.3992,0.1248,2008-02-06,2008-02-13
536,SO63644,2,11.2163,29.99,2.3992,0.7498,2008-02-06,2008-02-13
478,SO63645,1,3.7363,9.99,0.7992,0.2498,2008-02-06,2008-02-13
222,SO63645,2,13.0863,34.99,2.7992,0.8748,2008-02-06,2008-02-13
476,SO63646,1,26.1763,69.99,5.5992,1.7498,2008-02-06,2008-02-13
488,SO63646,2,41.5723,53.99,4.3192,1.3498,2008-02-06,2008-02-13
476,SO63647,1,26.1763,69.99,5.5992,1.7498,2008-02-06,2008-02-13
477,SO63648,1,1.8663,4.99,0.3992,0.1248,2008-02-06,2008-02-13
214,SO63648,2,13.0863,34.99,2.7992,0.8748,2008-02-06,2008-02-13
225,SO63649,1,6.9223,8.99,0.7192,0.2248,2008-02-06,2008-02-13
477,SO63649,2,1.8663,4.99,0.3992,0.1248,2008-02-06,2008-02-13
528,SO63650,1,1.8663,4.99,0.3992,0.1248,2008-02-06,2008-02-13
214,SO63650,2,13.0863,34.99,2.7992,0.8748,2008-02-06,2008-02-13
481,SO63650,3,3.3623,8.99,0.7192,0.2248,2008-02-06,2008-02-13
528,SO63651,1,1.8663,4.99,0.3992,0.1248,2008-02-06,2008-02-13
485,SO63652,1,8.2205,21.98,1.7584,0.5495,2008-02-06,2008-02-13
222,SO63652,2,13.0863,34.99,2.7992,0.8748,2008-02-06,2008-02-13
473,SO63653,1,23.749,63.5,5.08,1.5875,2008-02-06,2008-02-13
485,SO63653,2,8.2205,21.98,1.7584,0.5495,2008-02-06,2008-02-13
535,SO63654,1,9.3463,24.99,1.9992,0.6248,2008-02-06,2008-02-13
528,SO63654,2,1.8663,4.99,0.3992,0.1248,2008-02-06,2008-02-13
214,SO63654,3,13.0863,34.99,2.7992,0.8748,2008-02-06,2008-02-13
529,SO63655,1,1.4923,3.99,0.3192,0.0998,2008-02-06,2008-02-13
540,SO63655,2,12.1924,32.6,2.608,0.815,2008-02-06,2008-02-13
480,SO63655,3,0.8565,2.29,0.1832,0.0573,2008-02-06,2008-02-13
538,SO63656,1,8.0373,21.49,1.7192,0.5373,2008-02-06,2008-02-13
529,SO63656,2,1.4923,3.99,0.3192,0.0998,2008-02-06,2008-02-13
480,SO63656,3,0.8565,2.29,0.1832,0.0573,2008-02-06,2008-02-13
538,SO63657,1,8.0373,21.49,1.7192,0.5373,2008-02-06,2008-02-13
541,SO63658,1,10.8423,28.99,2.3192,0.7248,2008-02-06,2008-02-13
530,SO63658,2,1.8663,4.99,0.3992,0.1248,2008-02-06,2008-02-13
225,SO63658,3,6.9223,8.99,0.7192,0.2248,2008-02-06,2008-02-13
538,SO63659,1,8.0373,21.49,1.7192,0.5373,2008-02-06,2008-02-13
488,SO63659,2,41.5723,53.99,4.3192,1.3498,2008-02-06,2008-02-13
541,SO63660,1,10.8423,28.99,2.3192,0.7248,2008-02-06,2008-02-13
530,SO63660,2,1.8663,4.99,0.3992,0.1248,2008-02-06,2008-02-13
225,SO63660,3,6.9223,8.99,0.7192,0.2248,2008-02-06,2008-02-13
487,SO63660,4,20.5663,54.99,4.3992,1.3748,2008-02-06,2008-02-13
541,SO63661,1,10.8423,28.99,2.3192,0.7248,2008-02-06,2008-02-13
528,SO63662,1,1.8663,4.99,0.3992,0.1248,2008-02-06,2008-02-13
537,SO63662,2,13.09,35,2.8,0.875,2008-02-06,2008-02-13
472,SO63662,3,23.749,63.5,5.08,1.5875,2008-02-06,2008-02-13
214,SO63662,4,13.0863,34.99,2.7992,0.8748,2008-02-06,2008-02-13
528,SO63663,1,1.8663,4.99,0.3992,0.1248,2008-02-06,2008-02-13
537,SO63663,2,13.09,35,2.8,0.875,2008-02-06,2008-02-13
480,SO63663,3,0.8565,2.29,0.1832,0.0573,2008-02-06,2008-02-13
478,SO63664,1,3.7363,9.99,0.7992,0.2498,2008-02-06,2008-02-13
478,SO63665,1,3.7363,9.99,0.7992,0.2498,2008-02-06,2008-02-13
477,SO63665,2,1.8663,4.99,0.3992,0.1248,2008-02-06,2008-02-13
217,SO63665,3,13.0863,34.99,2.7992,0.8748,2008-02-06,2008-02-13
590,SO63666,1,419.7784,769.49,61.5592,19.2373,2008-02-06,2008-02-13
474,SO63666,2,26.1763,69.99,5.5992,1.7498,2008-02-06,2008-02-13
225,SO63666,3,6.9223,8.99,0.7192,0.2248,2008-02-06,2008-02-13
357,SO63667,1,1265.6195,2319.99,185.5992,57.9998,2008-02-06,2008-02-13
480,SO63667,2,0.8565,2.29,0.1832,0.0573,2008-02-06,2008-02-13
361,SO63668,1,1251.9813,2294.99,183.5992,57.3748,2008-02-06,2008-02-13
487,SO63668,2,20.5663,54.99,4.3992,1.3748,2008-02-06,2008-02-13
361,SO63669,1,1251.9813,2294.99,183.5992,57.3748,2008-02-06,2008-02-13
222,SO63669,2,13.0863,34.99,2.7992,0.8748,2008-02-06,2008-02-13
586,SO63670,1,461.4448,742.35,59.388,18.5588,2008-02-06,2008-02-13
222,SO63670,2,13.0863,34.99,2.7992,0.8748,2008-02-06,2008-02-13
572,SO63671,1,461.4448,742.35,59.388,18.5588,2008-02-06,2008-02-13
217,SO63671,2,13.0863,34.99,2.7992,0.8748,2008-02-06,2008-02-13
581,SO63672,1,1082.51,1700.99,136.0792,42.5248,2008-02-06,2008-02-13
581,SO63673,1,1082.51,1700.99,136.0792,42.5248,2008-02-06,2008-02-13
386,SO63674,1,713.0798,1120.49,89.6392,28.0123,2008-02-06,2008-02-13
489,SO63674,2,41.5723,53.99,4.3192,1.3498,2008-02-06,2008-02-13
386,SO63675,1,713.0798,1120.49,89.6392,28.0123,2008-02-06,2008-02-13
390,SO63676,1,713.0798,1120.49,89.6392,28.0123,2008-02-06,2008-02-13
217,SO63676,2,13.0863,34.99,2.7992,0.8748,2008-02-06,2008-02-13
388,SO63677,1,713.0798,1120.49,89.6392,28.0123,2008-02-06,2008-02-13
488,SO63677,2,41.5723,53.99,4.3192,1.3498,2008-02-06,2008-02-13
372,SO63678,1,1554.9479,2443.35,195.468,61.0838,2008-02-06,2008-02-13
214,SO63678,2,13.0863,34.99,2.7992,0.8748,2008-02-06,2008-02-13
357,SO63679,1,1265.6195,2319.99,185.5992,57.9998,2008-02-06,2008-02-13
477,SO63679,2,1.8663,4.99,0.3992,0.1248,2008-02-06,2008-02-13
478,SO63679,3,3.7363,9.99,0.7992,0.2498,2008-02-06,2008-02-13
487,SO63679,4,20.5663,54.99,4.3992,1.3748,2008-02-06,2008-02-13
573,SO63680,1,1481.9379,2384.07,190.7256,59.6018,2008-02-06,2008-02-13
479,SO63680,2,3.3623,8.99,0.7192,0.2248,2008-02-06,2008-02-13
477,SO63680,3,1.8663,4.99,0.3992,0.1248,2008-02-06,2008-02-13
214,SO63680,4,13.0863,34.99,2.7992,0.8748,2008-02-06,2008-02-13
562,SO63681,1,1481.9379,2384.07,190.7256,59.6018,2008-02-06,2008-02-13
479,SO63681,2,3.3623,8.99,0.7192,0.2248,2008-02-06,2008-02-13
477,SO63681,3,1.8663,4.99,0.3992,0.1248,2008-02-06,2008-02-13
576,SO63682,1,1481.9379,2384.07,190.7256,59.6018,2008-02-06,2008-02-13
479,SO63682,2,3.3623,8.99,0.7192,0.2248,2008-02-06,2008-02-13
477,SO63682,3,1.8663,4.99,0.3992,0.1248,2008-02-06,2008-02-13
225,SO63682,4,6.9223,8.99,0.7192,0.2248,2008-02-06,2008-02-13
561,SO63683,1,1481.9379,2384.07,190.7256,59.6018,2008-02-06,2008-02-13
477,SO63683,2,1.8663,4.99,0.3992,0.1248,2008-02-06,2008-02-13
225,SO63683,3,6.9223,8.99,0.7192,0.2248,2008-02-06,2008-02-13
479,SO63683,4,3.3623,8.99,0.7192,0.2248,2008-02-06,2008-02-13
563,SO63684,1,1481.9379,2384.07,190.7256,59.6018,2008-02-06,2008-02-13
214,SO63684,2,13.0863,34.99,2.7992,0.8748,2008-02-06,2008-02-13
234,SO63684,3,38.4923,49.99,3.9992,1.2498,2008-02-06,2008-02-13
604,SO63685,1,343.6496,539.99,43.1992,13.4998,2008-02-06,2008-02-13
538,SO63685,2,8.0373,21.49,1.7192,0.5373,2008-02-06,2008-02-13
382,SO63686,1,713.0798,1120.49,89.6392,28.0123,2008-02-06,2008-02-13
489,SO63686,2,41.5723,53.99,4.3192,1.3498,2008-02-06,2008-02-13
580,SO63687,1,1082.51,1700.99,136.0792,42.5248,2008-02-06,2008-02-13
539,SO63687,2,9.3463,24.99,1.9992,0.6248,2008-02-06,2008-02-13
529,SO63687,3,1.4923,3.99,0.3192,0.0998,2008-02-06,2008-02-13
386,SO63688,1,713.0798,1120.49,89.6392,28.0123,2008-02-06,2008-02-13
539,SO63688,2,9.3463,24.99,1.9992,0.6248,2008-02-06,2008-02-13
480,SO63688,3,0.8565,2.29,0.1832,0.0573,2008-02-06,2008-02-13
574,SO63689,1,1481.9379,2384.07,190.7256,59.6018,2008-02-06,2008-02-13
537,SO63690,1,13.09,35,2.8,0.875,2008-02-07,2008-02-14
528,SO63690,2,1.8663,4.99,0.3992,0.1248,2008-02-07,2008-02-14
478,SO63691,1,3.7363,9.99,0.7992,0.2498,2008-02-07,2008-02-14
477,SO63691,2,1.8663,4.99,0.3992,0.1248,2008-02-07,2008-02-14
484,SO63691,3,2.9733,7.95,0.636,0.1988,2008-02-07,2008-02-14
217,SO63692,1,13.0863,34.99,2.7992,0.8748,2008-02-07,2008-02-14
467,SO63692,2,9.1593,24.49,1.9592,0.6123,2008-02-07,2008-02-14
529,SO63693,1,1.4923,3.99,0.3192,0.0998,2008-02-07,2008-02-14
486,SO63694,1,59.466,159,12.72,3.975,2008-02-07,2008-02-14
374,SO63695,1,1554.9479,2443.35,195.468,61.0838,2008-02-07,2008-02-14
477,SO63695,2,1.8663,4.99,0.3992,0.1248,2008-02-07,2008-02-14
225,SO63695,3,6.9223,8.99,0.7192,0.2248,2008-02-07,2008-02-14
